,구분,기업명,대표자,설립년도,업종,업태,시설원예,한우,낙농,육우,양돈,양계,오리,사슴,양봉,곤충,말,제조(도매),제조(소매),"수입(제조, 도매)",수입(소매),국내(도매),국내(소매),정보통신공사 전문,우편번호,도로명 주소,지번주소,상세 주소,대표번호,FAX번호,E-MAIL,홈페이지,ICT 제품,일번 제품,총 원,관리직,연구기술직,영업직,AS가능인원
491,"시설원예, 축산",대성정보 주식회사,안서정,20160311,서비스업,CCTV 및 LED전기조명,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,O,X,17558,경기도 안성시 공도읍 서동대로 4520,경기도 안성시 공도읍 양기리 287,A동 109호,0316580586,0316580587,csh7794@naver.com,,CCTV 및 DVR,LED조명,1,1,0,0,1
492,"시설원예, 축산",삼영종합기기(주),"유근달,유영덕,유덕",19930731,"냉동기부품, 산업용냉장및냉동장비, 냉동기부품, 무역, 임대업","제조업, 도매업, 부동산업",O,O,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,18541,경기도 화성시 마도면 마도로 613-18,경기도 화성시 마도면 청원리 18-8,삼영종합기기(주),0314314901,0316244801,yj@bitzer.co.kr,,"냉동제품 (유니트, 유니트쿨러 등)",,70,61,4,5,2
493,시설원예,농일농자재,박기환,20000415,"도,소매,건설업","온실시공,농자재외",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,52638,경상남도 진주시 집현면 남강로 1771,경상남도 진주시 집현면 신당리 208-10,농일농자재,0557625207,0557581478,pakpak007@hanmail.net,,"우성하이텍(팜시스,웰시스,양액기,관비기)","농자재,커튼부속등",2,1,0,1,2
494,"시설원예, 축산",주식회사 리뉴바이오,이영로,20171215,"제조, 도소매업","미생물제, 유기농자재",O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,13230,경기도 성남시 중원구 갈마치로 176,경기도 성남시 중원구 상대원동 510-9,6층,03180396868,03180396869,renewbio24@daum.net,www.renewbio.co.kr,센서,"미생물 동식물 생리활성제, 미생물 천연 탈취제. 돈분뇨 탈취 시스템",4,1,2,1,2
495,시설원예,농업회사법인 에스팜,김윤희,20200323,스마트팜 관련 제조 및 컨설팅,"제조업, 도소매업, 서비스업",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,14058,경기도 안양시 동안구 벌말로 66,경기도 안양시 동안구 관양동 922 평촌역 하이필드,"제에이-에프동 1509호 (관양동, 평촌역 하이필드)",03180849606,03180849607,"piao_xiuxuan@naver,com",,"스마트팜 설치, 스마트팜 컨설팅, 스마트팜 아카데미, 도시농업",,2,1,0,1,1
496,시설원예,범한,김흥덕,19941101,"도,소매,  건설업",금속구조물창호온실시공업외,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,52937,경상남도 고성군 고성읍 송학고분로 318-1,경상남도 고성군 고성읍 송학리 450-13,범한,0556746495,0556743089,bumhan21@hanmail.net,,복합환경제어기,"복합환경제어, 양액기",3,1,1,1,1
497,"시설원예, 축산",아미텔,심국진,20030401,컴퓨터프로그램개발용역,제조_서비스,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,34368,대전광역시 대덕구 대화로 160,대전광역시 대덕구 대화동 289-1 산업용재유통상가,6동 203호,0426706555,0426706555,interheaven@daum.net,www.amitel.co.kr,복합환경제어장치,,1,0,1,0,1
498,시설원예,주식회사 솔레노이드시스템,이재성,20190308,"농업관수자재, 농업조경관련자재","제조,도소매",O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,12073,경기도 남양주시 진접읍 남가로131번길 1-1,경기도 남양주시 진접읍 연평리 324-8,유리문 솔레노이드 101호,07087156375,0269186777,philip210@hanafos.com,www.irrigator.co.kr,"MAC IT(관비시스템), V6 TOUCH IT(IT 양액시스템), V4 TOUCH IT(EC IT관비시스템), 경농 환경관리자동화시스템","MAC (관비시스템), V6 TOUCH (양액시스템), V4 TOUCH (EC 관비시스템), 경농 환경관리자동화시스템",4,2,1,1,1
499,"시설원예, 축산",서동농자재,이기중,20090501,"농자재,온실시공,CCTV","도소매업,건설업,서비스업",O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,33169,충청남도 부여군 부여읍 백마강길 9,충청남도 부여군 부여읍 군수리 351-2,,0418341008,0418351008,lkj1722@naver.com,,"환경관리기,환경제어기","자동개폐기,유동휀,CCTV,다겹보온커튼,양액기계,",3,1,1,1,2
500,"시설원예, 축산",KMENC,마지애,20151020,유선 통신장비 제조업 외 6종,"건설, 제조업",O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,57736,전라남도 광양시 광양읍 인덕로 1115,전라남도 광양시 광양읍 구산리 769-5,2층,0617940694,0617940695,gus00694@naver.com,,정보통신공사 전문,,4,1,2,1,2
501,시설원예,코리아팜,최훈,20190701,"농업,제조업","작물재배업,농기자재",O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,33492,충청남도 보령시 여상길 43-33,충청남도 보령시 내항동 475-1,,0419309803,0419309819,kilhyunyoo@daum.net,,스마트팜기기,,10,4,2,4,1
502,시설원예,엘디,이병철,20130401,"선풍기,환풍기,온풍기 등","제조,도소매",O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,18255,경기도 화성시 남양읍 주석로 296-9,경기도 화성시 남양읍 북양리 556-17,주식회사 엘디,0313567368,0313567358,ldpower77@naver.com,http://www.ld-fan.co.kr,차후기입,"선풍기,환풍기,온풍기,난로,순환팬,블로어",8,3,2,3,2
503,"시설원예, 축산",주식회사제이더블유씨네트웍스,이동원,20120820,도소매 외,CCTV도소매 외,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,08506,서울특별시 금천구 가산디지털2로 114,서울특별시 금천구 가산동 371-51 한국전자협동(주),"B동 B-401호(가산동,한국전자협동)",0218994602,0222777615,jwccctv@naver.com,www.jwcmall.com,정보통신공사전문,"CCTV녹화기, CCTV카메라",39,3,17,19,7
504,"시설원예, 축산",(주)알앤에스랩,이상엽,20140214,제조업,전자부품,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,34129,대전광역시 유성구 가정로 218,대전광역시 유성구 가정동 161 한국전자통신연구원,"302-1-1 (가정동, 융합기술연구생산센터)",03151835131,03151835132,sangyoub@rnslab.com,,센서모듈,,9,2,6,1,2
505,시설원예,신한에이텍(주),김형규,20110211,제조업,"제조,건설,도소매",O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,51793,경상남도 창원시 마산합포구 진북면 진북산업로 116-31,경상남도 창원시 마산합포구 진북면 망곡리 255-6,신한에이텍(주),0552720482,0552720483,shinhan3000@hanmail.net,,스마트팜,,8,3,3,2,3
506,"시설원예, 축산",버티스,김강미,20090821,건설업,정보통신공사업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,62235,광주광역시 광산구 비아로 69,광주광역시 광산구 도천동 518,69,01056443498,0623933490,kimhs644@naver.com,,정보통신공사 /  CCTV/ 네트웍구축/ 출입통제 등 ,,5,3,1,1,19
507,"시설원예, 축산",이레ENG,손성렬,20060102,제조,전기전자회로,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,42953,대구광역시 달성군 화원읍 비슬로523길 7-16,대구광역시 달성군 화원읍 천내리 48 만석교회,2층,0532929166,0536369166,jireheng@gmail.com,,버섯재배사 자동 환경 제어 시스템,,3,1,1,1,2
508,"시설원예, 축산",대산엔지니어링,김용근,19860101,"제조,도소매",냉동기,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,50879,경상남도 김해시 주촌면 서부로1701번길 180,경상남도 김해시 주촌면 원지리 828,대산엔지니어링,0553358974,0553358981,kimyg8981@hanmail.net,,제습건조기,냉동창고 외 건축업,4,1,3,1,3
509,시설원예,농업회사법인네오팜주식회사,이재경,20161013,"원예작물, 소프트웨어개발","농업, 서비스",O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,52501,경상남도 사천시 곤명면 서실1길 131,경상남도 사천시 곤명면 정곡리 744-7,농업회사법인 네오팜 주식회사,07089940072,05070308171,neofarmbiz@naver.com,http://neofarm.biz/ko/,"작물 생육 모니터링 시스템, 양액기, 복합환경제어기, NCS-PRO, 식물공장 시스템",친환경농자재,5,2,2,1,2
510,"시설원예, 축산",주식회사 동성코코팬,이희태,20160401,도소매,축산기자재,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,X,18551,경기도 화성시 송산면 송산포도로 283,경기도 화성시 송산면 사강리 388,주식회사 동성코코팬,01082367300,0313576131,119coco@naver.com,www.cocofan.kr,팬 컨트롤러,환기팬,11,5,5,1,2
511,시설원예,한라자동화,양태호,20170925,도소매 건설업,농자재 온실자동화,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,63520,제주특별자치도 서귀포시 대정읍 추사로 11-6,제주특별자치도 서귀포시 대정읍 안성리 1589-3,한라자동화,0647920433,0647940433,yth0815@hanmail.net,,"썬넷스마트팜,제이왓스마트팜",,4,2,0,2,3
512,시설원예,(주)경농,이병만,19570712,"농약,수출입알선,무역,임대","제조업,서비스.도매,부동산",O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,06627,서울특별시 서초구 효령로77길 28,서울특별시 서초구 서초동 1337-4 경농사옥,"(서초동, 동오빌딩)",0234885800,0234885907,skjang@knco.co.kr,http://www.knco.co.kr,"프리바 복합환경제어기, 프리바 양액기, 국내제조 양액기, 에어포그",,347,115,58,174,9
513,시설원예,티앤디,정재영,20180301,컴퓨터시스템통합 자문구축 개발공급 ,"정보서비스, 도매, 기술서비스",O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,08216,서울특별시 구로구 구로중앙로 197,서울특별시 구로구 구로동 606-1 구로기계공구상가,4동 215호 티앤디,07078087897,07078087897,jyjung@tnd.space,,"센서노드, 릴레이제어노드, 게이트웨이, 클라우드포탈",,4,0,3,1,2
514,"시설원예, 축산",미래센서,김정희,20080616,도소매서비스,온실환경제어,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,56208,전라북도 정읍시 서부산업도로 194,전라북도 정읍시 상평동 99-11 우성미회관,2층,01066320945,0635438868,chlim11@naver.com,,개폐기 컨트롤박스,,2,2,0,0,3
515,시설원예,신용,임옥란,20140116,건설 제조 도소매,"기계,냉난방,온실시공,전기공사",O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,10941,경기도 파주시 조리읍 명봉산로48번길 26,경기도 파주시 조리읍 장곡리 692-3,주식회사신용,0319638141,0319432181,sych6467@hanmail.net,,그린랩스제품,,6,3,2,1,3
516,시설원예,두드림,김상화,20190809,"제조업, 도매 및 소매업",전자감지장치,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,40021,경상북도 성주군 성주읍 성주로 3145,경상북도 성주군 성주읍 백전리 352-1,105호,0549337760,0549337761,kshkkz@naver.com,,RSX-CP,"내부센서(온도,습도), 내부센서(온도,습도,EC,PH,지온센서,토양수분센서), CCTV카메라, 관비기, 양액기",1,1,0,0,1
517,시설원예,아이오크롭스(주),조진형,20180801,제조업 도매및소매업 정보서비스업 기술서비스업,소프트웨어개발및공급업 농업용소프트웨어하드웨어개발및판매업 농업컨설팅업,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,06248,서울특별시 강남구 역삼로 168,서울특별시 강남구 역삼동 790-1,"팁스타운 S6, 5층 아이오크롭스",07044669904,0260088838,info@iocrops.com,www.iocrops.com,"배지무게센서, 토양수분센서, 온습도광센서, 센서노드, 데이터관리클라우드서비스",,8,2,5,1,3
518,"시설원예, 축산",제이비파워텍,김옥금,20140201,"계장감시제어,정보통신공사","제조업,도소매",O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,27832,충청북도 진천군 진천읍 상산로 23,충청북도 진천군 진천읍 읍내리 446-7,27832,0432726611,0432726610,jb-6611@daum.net,,"원격모니터링, 계장제어, 자동제어 장치, PLC",,5,2,2,1,1
519,"시설원예, 축산",에프에스,박지혜,20191108,"축산기자재,자동화설비,설치,수리","도매 및 소매업, 제조,서비스",O,O,O,O,X,O,X,X,X,X,X,O,O,O,O,X,O,X,17503,경기도 안성시 양성면 정자말길 67-142,경기도 안성시 양성면 삼암리 78-1,에프에스,01047072890,0316753288,mtdew117@naver.com,,제어기 판넬,,3,1,1,1,1
520,"시설원예, 축산",(주)샘스,이도향,20120702,제조업,전자통신장비,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,38494,경상북도 경산시 진량읍 두인길 62,경상북도 경산시 진량읍 선화리 908-2,1층,01063204338,0538544338,sales@sems.co.kr,www.sems.re.kr,"축사환경관리기, 음수관리기, 조광기, 관비기, 양액기",,2,1,1,0,1
521,시설원예,(주)모리아팜,김상균,20131021,시설원예자재 및 첨단유리온실시설 설치,제조.도소매,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,18468,경기도 화성시 동탄대로 635,경기도 화성시 영천동 442-2 SH TIME SQUARE Ⅰ,1006호,03180435233,03180435213,kim@moriahfarm.co.kr,,PRIVA커넥스트.컴펙트.컴파스.센서류.함수율측정기.정수처리장치.CO2발생기.,RIDDER천창모타.스크린모타.랙드라이브.개폐장치류.PRIVA양액기 및 센서류.VDL배관류,4,1,1,2,2
522,시설원예,주식회사 탑에이스 ,윤흥식,20180116,제조업외,항온항습기외,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,18523,경기도 화성시 정남면 만년로 236-33,경기도 화성시 정남면 계향리 498-1,1층,0312158919,0312129146,sh74yoon@hanmail.net,,"항온항습기, 콘트롤",,7,1,1,5,4
523,시설원예,가람전기,손상숙,20171113,"전기재료,농자재, 전기",도소매,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,32701,충청남도 금산군 복수면 운곡1길 25-9,충청남도 금산군 복수면 구례리 241-5,구례리241-5,01034132444,0417537677,garam2425@hanmail.net,,"메인컨트롤러,센서로드,온습도계,기상관측시스탬,일사계,강우감지센서,토양함수율센서",,2,1,0,1,1
524,"시설원예, 축산",주식회사 유비스마트,신언봉,19951020,기타전기장비제조업,"전기경보및신호장치, 기타",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,13211,경기도 성남시 중원구 갈마치로 234,경기도 성남시 중원구 상대원동 223-28 SK아파트형공장,501호,0222026180,0222026184,ringbell6180@hanmail.net,,"iot-ic5, smart-ca2, ic1, ia,  it1, is1 외",,10,3,5,2,10
525,"시설원예, 축산",신후주식회사,한연수,20120901,제조업 외,"전기, 전자정보통신 제품 외",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,15849,경기도 군포시 당정로28번길 40,경기도 군포시 당정동 371-5,4층,0314276088,0314566061,jds0610@naver.com,,지능형 서지보호기,,,4,3,1,2
526,"시설원예, 축산",첨단제어시스템주식회사,김정일,20060915,정보통신공사,제조업,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,28576,충청북도 청주시 흥덕구 공단로 134,충청북도 청주시 흥덕구 송정동 279-5 세중테크노밸리,"송정동, 세중테크노밸리 1014호, 1015호",0432351128,0432371129,cdcs@daum.net,,정보통신공사 전문,,8,3,3,2,3
527,"시설원예, 축산",디엔텍,감갑돌,20050101,제조업,산업처리공정제어,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,34368,대전광역시 대덕구 대화로 160,대전광역시 대덕구 대화동 289-1 산업용재유통상가,15동 305호,0426708800,0426708805,dntec7@hanmail.net,cybereye.co.kr,단순환경제어/복합환경제어,CCTV,1,0,1,0,1
528,"시설원예, 축산",(유)린캔패스트,조재선,20170605,"복합환경제어기,종합계측기,데이터베이스구축,스마트팜S/W",제조업,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,57219,전라남도 장성군 장성읍 영천로 212,전라남도 장성군 장성읍 영천리 1087-1,2층,0613951118,0613941116,jsun999@hanmail.net,,"복합환경제어기,컨트롤판넬,데이터베이스구축,스마트팜S/W,센서,cctv,녹화기,양액기",,5,1,3,1,2
529,"시설원예, 축산",영정보시스템,김용수,20070220,컴퓨터및관련전자제품.정보통신기기.소프트웨어개발공급,도소매,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,50910,경상남도 김해시 구산로30번길 19,경상남도 김해시 구산동 284-2,영정보시스템 1층,0553331379,0553211379,kys1379@hanmail.net,,cctv.컴퓨터주변기기,cctv.？ 컴퓨터주변기기,2,1,0,1,1
530,"시설원예, 축산",그린이앤지,박정열,20130101,"냉동공조기, 배관설비공사","제조업, 건설업",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,61900,광주광역시 서구 무진대로 449-4,광주광역시 서구 덕흥동 814-21,,0629569478,0629569479,carrier0714@daum.net,,냉동공조기,저온저장고 냉난방기 ,8,2,1,5,5
531,"시설원예, 축산",주식회사 에스엠엔지니어링,윤선민,20130306,정보통신공사업,제조업,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,28578,충청북도 청주시 흥덕구 직지대로 530,충청북도 청주시 흥덕구 송정동 407 청주 테크노 S타워,604호,0432669225,0432669226,smin9001@daum.net,,정보통신공사 전문,,7,2,4,1,3
532,"시설원예, 축산",(주)삼창이엔지,허구범,19970102,기계설비.건축설비,건설.제조,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X,O,O,X,41501,대구광역시 북구 침산로 285,대구광역시 북구 침산동 791,(주)삼창이엔지,0533544900,0533549393,mailnan2@hanmail.net,,"냉동기기, 공조기,항온항습기",,,1,1,1,2
533,"시설원예, 축산",(주)나래트랜드,최승욱,20130827,"사물인터넷디바이스 및 어플리케이션, ICT융복합제품/ 농업용기계 및 농축산아이씨티장비, 소방영상관재시스템/센서외, 기상장비업, 무선통신방송장치 외","제조업,도매,서비스",O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,14582,경기도 부천시 부흥로303번길 36,경기도 부천시 중동 1123 금호 프라자,507호,0326625000,0322237865,redsys@empas.com,http://www.xspark.co.kr/,"단순환경제어시스템, 복합환경제어시스템",,19,6,7,6,3
534,"시설원예, 축산",씨에스와이,최미영,20180702,"농축산아이씨티장비제조, 기상장비업, 무선통신방송장치, 농업정보화컨설팅, 컴퓨터시스템설계, 소프트웨어자문 및 공급, 소방영상 및 센서","제조업, 도매, 서비스",O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,30128,세종특별자치시 나성북로 30,세종특별자치시 나성동 361-50 퍼스트원,1104,0448664727,07086114727,hocho0220@naver.com,,"단순환경제어시스템, 복합환경제어시스템",,1,1,0,0,1
535,"시설원예, 축산",(주)나래IoT연구소,최선욱,20160504,"농축산아이씨티장비제조, 기상장비업, 무선통신방송장치, 농업정보화컨설팅, 컴퓨터시스템설계, 소프트웨어자문 및 공급, 소방영상 및 센서","제조업, 도매, 서비스",O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,30128,세종특별자치시 한누리대로 312,세종특별자치시 나성동 758 노블비즈니스타운,809호,0448664727,07086114727,hocho0220@naver.com,www.nareiotlab.com,"단순환경제어시스템, 복합환경제어시스템",,5,3,0,2,2
536,시설원예,재성하이텍,한 지 호,20120807,건설업,"금속구조물,창호공사업",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,63583,제주특별자치도 서귀포시 흙담솔로 180,제주특별자치도 서귀포시 서홍동 1382-2,,0647620298,0647320298,hjeh123@naver.com,,"외부온습도센서,외부풍향센서,외부풍속센서,외부일사센서,외부감우센서,내부온습도센서,내부CO2센서,내부지온지습센서","자동개폐기,수평커텐,내부순환팬,환풍기",3,1,0,2,3
537,시설원예,(주)농정사이버,정석기,20020415,제조/서비스,"온실자동제어장치,소프트웨어개발",O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,08506,서울특별시 금천구 가산디지털2로 98,서울특별시 금천구 가산동 550-1 IT캐슬,롯데IT캐슬201304,0220267588,0220267587,nongjung@naver.com,www.nongjung.co.kr,스마트팜/양액재배시스템/빅데이터구축/통합관제시스템/저장고/농산물저장생리장해예측,각종온습도등 센서/컨트롤박스/관비/양액,4,1,2,1,5
538,시설원예,뉴새한하이테크(주),고영미,20090106,"금속구조물공사,철물,강관파이프,원예자재","건설업,도소매",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,63582,제주특별자치도 서귀포시 토평공단로 32,제주특별자치도 서귀포시 토평동 1770-11,(토평동),0647320455,0647320466,koym70@naver.com,,스마트팜시설,,10,2,3,5,3
539,시설원예,(주)로비텍,박수우,20150709,서비스 로봇,제조업,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,38479,경상북도 경산시 진량읍 다문로61길 91,경상북도 경산시 진량읍 다문리 648,주식회사 로비텍,0538531580,05078045457,hi@rovitek.com,http://www.rovitek.com/,Albabot-cl1,,10,1,8,1,3
540,"시설원예, 축산",(주)텔레비트,권성갑,20100211,"제조,서비스","무선원격제어장치,cctv,정보통신공사",O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,52825,경상남도 진주시 가호방아길 40-4,경상남도 진주시 호탄동 784-12,(주)텔레비트,0557562199,0557562198,symoon73@telebit.co.kr,www.telebit.co.kr,지킴이,지킴이,9,3,3,3,6
541,"시설원예, 축산",(주)피이플렉스,정인열,20020228,"농축산용방역장비,탈취설비,살균소독기,농업용기계,축산용기계,설치 및 시공,경미한공사,PE호스,상품종합도매,수입판매","제조업,건설업,도매 및 소매업",O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,X,27819,충청북도 진천군 이월면 진광로 329-3,충청북도 진천군 이월면 중산리 642-6,(주)피이플렉스,0435340770,0435340773,iyjeong@peflex.com,www.koreafog.com,"안개분무시스템(농업용병충해방제,살균소독,쿨링,온습도조절 등), 탈취설비",,5,2,2,1,2
542,시설원예,우성하이텍부산총판,윤미자,20090701,농기계.콘트롤박스.비닐,도소매.설치,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,46700,부산광역시 강서구 대저중앙로 9,부산광역시 강서구 대저1동 7375 우창더뷰,우창더뷰1002호,01071106847,0519713417,pppp6847@naver.co.kr,,우성하이텍스마트팜,,3,1,1,1,1
543,시설원예,(주)대흥에어포그,강경혜,20180305,"관수,무인방재및악취방지시스템,설치업,농자재","건설업,도소매업",O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,63226,제주특별자치도 제주시 이도공원길 41-1,제주특별자치도 제주시 이도이동 428-7,1층 대흥에어포그,0647585966,0647595967,jejuvvip5966@naver.com,,복합환경제어기,,8,7,0,1,3
544,시설원예,(주)우리농자재,전병관,20160714,"하우스,창호시공업, 샷시, 농자재","건설업, 도.소매",O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,28760,충청북도 청주시 상당구 중고개로 140,충청북도 청주시 상당구 용암동 206-1 칸타빌 더 테라스 1단지,102-2201,01063621057,0432871047,2461148@hanmail.net,,팜시스 센트럴 콘트롤러(FSC-1520),,4,2,1,1,2
545,시설원예,(주)희망농자재,조미경,20140301,"농자재,금속구조재","도소매,제조",O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,24016,강원도 철원군 동송읍 북원로 1307,강원도 철원군 동송읍 이평리 561,희망농자재,0334551711,0334551712,hope4551711@naver.com,,"외부온습도센서,외부강우센서,외부일사센서, 외부풍향센서,외부풍속센서",,5,4,0,1,2
546,"시설원예, 축산",주식회사 한국씨씨티비타운,이준호,20190415,도소매,씨씨티비,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,13201,경기도 성남시 중원구 갈마치로 314,경기도 성남시 중원구 상대원동 143-2 성남 센트럴비즈타워 1,105호,0316032408,0316032409,kct2019-d@hanmail.net,,CCTV,,13,4,0,9,3
547,"시설원예, 축산",주식회사 케이케이시스템,이규철,20090406,전자제품유통,도소매,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,10845,경기도 파주시 월롱면 엘지로 245,경기도 파주시 월롱면 덕은리 1239 파주LCD산업단지,M동 2층 통합협력사 사무실 내호 주 케이케이시스템(파주LCD산업단지),0319337749,0319340900,lkcking11@naver.com,,대형 환풍기,,26,6,0,20,2
548,"시설원예, 축산",주식회사 동부그린테크,정종수,20120306,"농자재,원예자재,플라스틱/농업용기계및기구",도.소매/제조업/건설,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,11139,경기도 포천시 신북면 호국로 2039-183,경기도 포천시 신북면 기지리 921-2 주식회사 동부그린테크,동부그린테크,0315350807,0315350907,jpjs090700@naver.com,dongbu0907.com,무인방제시스템/온.습도환경제어시스템,약액분사노즐/고압분무기/콤프레샤,2,1,1,0,2
549,시설원예,푸른농자재,윤소영,20141027,"도소매,건설업","농재등 비닐하우스 시공,경미한공사",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,58521,전라남도 무안군 무안읍 공항로 115-1,전라남도 무안군 무안읍 교촌리 353 푸른농자재,푸른농자재,0614542887,0614542827,s8426318@naver.com,,"웰시스,팜시스",,4,1,2,1,2
550,"시설원예, 축산",(주)코리아에너시스,김연준,19980915,기계설비공사업,"건설업, 제조, 서비스",O,X,X,X,X,O,X,X,X,O,X,O,O,O,O,X,X,X,14058,경기도 안양시 동안구 벌말로 66,경기도 안양시 동안구 관양동 922 평촌역 하이필드,에이동 1013호,025841515,025873883,info@korea-enersis.com,http://www.korea-enersis.com,온습도 환경제어기,,5,3,0,2,2
551,시설원예,주식회사 제우스,김한상,20140301,"농기계,농자재,영농관련 통신 및 방송장비,식품제조업","제조업,도소매업",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,63309,제주특별자치도 제주시 첨단로 175,제주특별자치도 제주시 영평동 2160-2,,0647240001,0647223115,sales@jeuscorp.com,www.jeuscorp.com,환경제어기,"관수자재, 환경센서(온습도, 일사, CO2 등)",12,3,3,6,2
552,"시설원예, 축산",주식회사 라인통신,김연일,20120110,건설업,정보통신공사,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,28115,충청북도 청주시 청원구 오창읍 양청택지로 118,충청북도 청주시 청원구 오창읍 양청리 733-11 라인빌,라인빌 1층,0432170411,0432145100,kyi5890@korea.com,,정보통신공사 전문,,,1,0,1,1
553,"시설원예, 축산",(주)이화글로벌,이혜숙,20120801,제조업,"보안장비, 조명기기, 소프트웨어 개발 및 공급 등",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,03766,서울특별시 서대문구 이화여대3길 4,서울특별시 서대문구 대현동 56-16,이화글로벌,07074329744,023642111,info@ewhaglobal.com,www.ewhaglobal.com,"CCTV, 환경제어기, 센서등","백색등, 투광기, 투광등",9,2,5,2,3
554,"시설원예, 축산",주식회사 태연,진상범,20100217,건설업 외,전기공사외,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,08526,서울특별시 금천구 두산로 5-1,서울특별시 금천구 독산동 336-34,정풍아파트형공장6층(독산동),028497933,028497935,kwak@e-tyeng.com,,전기공사업전문 UPS.항온항습기,,7,2,3,2,1
555,"시설원예, 축산",디티씨,박광수,20100701,"도매,소매","반도체,무역,축산",O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,13631,경기도 성남시 분당구 탄천상로 164,경기도 성남시 분당구 구미동 18 시그마2오피스텔,B동 714호,0317110817,0317110857,julie@dtcsemi.com,http://dtcsemi.com/,"가스센서(NH3,H2S,tVOC,CO2), 온습도센서, 환경제어기, 클라우드형 웹소프트웨어","반도체 (LED Display Driver, Mobile CPU, Bluetooth IC)",,1,2,3,3
