,기업명,구성품,장비 모델명,장치명,모델명,사양,수량,제조사,제조국,표준 가격(원)
558,대영지에스주식회사,통 신 장 치 1,FertiMix,제어판넬,전원판넬,500 x 500 x 250,1,리팩시스템,한국,"2,000,000원"
559,대영지에스주식회사,S / W 1,FertiMix,환경제어,cx500,4~20ma,1,Ridder,네델란드,"6,500,000원"
560,그린랩스,센 서 류 1,SMART-G2A,ph센서,PSP1020CD,D20,1,,한국,"150,000원"
561,그린랩스,센 서 류 2,SMART-G2A,pH 트랜스미터,0~14pH,0~14pH,1,,한국,"200,000원"
562,그린랩스,센 서 류 3,SMART-G2A,EC 센서,CDS1015K100C5,D20,1,,한국,"150,000원"
563,그린랩스,센 서 류 4,SMART-G2A,EC 트랜스미터,레일마운트형,0~5mS,1,,한국,"200,000원"
564,그린랩스,구 동 기 1,SMART-G2A,유량계,IR-901-W0,D40,1,버마드,한국,"400,000원"
565,그린랩스,구 동 기 2,SMART-G2A,펌프,PU-S604M/WILO,D40,1,WILO,한국,"163,000원"
566,그린랩스,구 동 기 3,SMART-G2A,액비공급용 전자밸브,젬솔,D15,4,,한국,"280,000원"
567,그린랩스,통 신 장 치 1,SMART-G2A,서브기가,YUL262RTX,262MHz BAND,1,라디오리써치,한국,"38,900원"
568,그린랩스,S / W 1,SMART-G2A,양액기 1.0 양액용,원격제어프그램탑재,원격제어프그램탑재,1,그린랩스,한국,"1,000,000원"
569,주식회사 케이에프농업개발,센 서 류 1,KF-3700,외부기상대,KF-3700,,1,KF농업개발,한국,"3,000,000원"
570,주식회사 케이에프농업개발,센 서 류 2,KF-3700,내부기상센서,KF-3700,,2,KF농업개발,한국,"1,500,000원"
571,주식회사 케이에프농업개발,구 동 기 1,KF-3700,제어기,KF-3700,,1,KF농업개발,한국,"5,500,000원"
572,주식회사 케이에프농업개발,S / W 1,KF-3700,운용소프트웨어,KF-3700,,1,KF농업개발,한국,"5,000,000원"
573,(주)다온알에스,통 신 장 치 1,다오니,다오니,DAONi-con,LoRa통신,1,(주)다온알에스,대한민국,원
574,(주)다온정보기술,센 서 류 1,DP-VHC100,온습도센서,CNT-TM100,"-20℃~80℃, 0~100%RH",1,(주)코노텍,대한민국,"145,000원"
575,(주)다온정보기술,센 서 류 2,DP-VHC100,감우센서,HTL-301,패널히터내장,1,해밀기연,대한민국,"138,000원"
576,(주)다온정보기술,구 동 기 1,DP-VHC100,전용컨트롤러,CH-100,"파워릴레이스위치, 개폐형, 스위치형",1,청오엔지니어링,대한민국,"800,000원"
577,(주)다온정보기술,통 신 장 치 1,DP-VHC100,IP공유기,IP-Time 604M,- WiFi 최대 1200Mbps 지원,1,이에프엠네트웍스,중국,"40,500원"
578,(주)다온정보기술,통 신 장 치 2,DP-VHC100,통합제어기,DP-VHC100,TCP/IP 이더넷통신,1,(주)다온정보,대한민국,"2,300,000원"
579,(주)다온정보기술,통 신 장 치 3,DP-VHC100,팜톡데이터수집기,FSNI-100,커런트루프 통신 방식에 의해 안정화,1,(주)다온정보,대한민국,"198,000원"
580,(주)다온정보기술,S / W 1,DP-VHC100,팜톡 애플리케이션,DP-FPA1000,"카메라로 개폐기나 측창을 보면서 구동기를 제어하며, 내부센서와 외부센서 정보를 모니터링 하며, 구동기나 환풍기, 관수시설 등을 제어하고 그 이력을 보여주며, 고온 및 저온, 감우에 따른 자동제어를 설정하고 제어할 수 있다. 또한 PTZ카메라의 경우 카메라의 회전, 기울기, 확대축소가 가능하다.",1,(주)다온정보,대한민국,"500,000원"
581,주식회사 엔엔케이,센 서 류 1,Ground-One,온도센서,THD Series,-19.9~60.0℃,10,오토닉스,대한민국,"96,000원"
582,주식회사 엔엔케이,센 서 류 2,Ground-One,온도센서,GPT-100-10,-50~ +300℃,10,길우트레이딩,대한민국,"99,000원"
583,주식회사 엔엔케이,센 서 류 3,Ground-One,습도센서,GPT-100-10,0.0~99.9%RH,10,오토닉스,대한민국,"96,000원"
584,주식회사 엔엔케이,센 서 류 4,Ground-One,강우센서,DRC-3000,24Vdc,1,태성기전,대한민국,"119,000원"
585,주식회사 엔엔케이,센 서 류 5,Ground-One,강우센서,BSR-307,24Vdc,1,삼화기전,대한민국,"119,000원"
586,주식회사 엔엔케이,구 동 기 1,Ground-One,모터,WSM series,"AC, DC",100,우성하이텍,대한민국,"77,000원"
587,주식회사 엔엔케이,구 동 기 2,Ground-One,모터,M series,"AC, DC",100,엠파인,대한민국,"75,000원"
588,주식회사 엔엔케이,통 신 장 치 1,Ground-One,터치PC,Cpi series,24Vdc,1,컴파일테크놀로지,대한민국,"330,000원"
589,주식회사 엔엔케이,S / W 1,Ground-One,장비 운영S/W,Ground series,.EXE,1,엔엔케이,대한민국,0원
590,주식회사 엔엔케이,S / W 2,Ground-One,스마트폰운영S/W,Ground series,.apk,1,엔엔케이,대한민국,0원
591,한국네타핌유한회사,센 서 류 1,NMC-PRO,온습도상자,NMC MEASURING BOX SE TEMP&HUMIDITY,,1,NETAFIM,이스라엘,"1,035,000원"
592,한국네타핌유한회사,센 서 류 2,NMC-PRO,기상대,NMC METEO STAT-230V-ARM+TH+RAD+- RAIN+WIND,,1,NETAFIM,이스라엘,"4,095,000원"
593,한국네타핌유한회사,통 신 장 치 1,NMC-PRO,통신모뎀,MUX,,1,NETAFIM,이스라엘,"1,335,000원"
594,한국네타핌유한회사,통 신 장 치 2,NMC-PRO,통신카드,NMC64 485,,1,NETAFIM,이스라엘,"328,500원"
595,한국네타핌유한회사,S / W 1,NMC-PRO,환경제어기,NMC-PRO Climate,,1,NETAFIM,이스라엘,"11,520,000원"
596,(주)유샘인스트루먼,센 서 류 1,ZF-3C,엽면수분센서,ZF-640,감지,1,유샘,한국,"700,000원"
597,(주)유샘인스트루먼,센 서 류 2,ZF-3C,온습도센서,ZF-100H,온습도센서,1,유샘,한국,"360,000원"
598,(주)유샘인스트루먼,센 서 류 3,ZF-3C,광량센서,ZF-150,광량자,1,유샘,한국,"600,000원"
599,(주)유샘인스트루먼,센 서 류 4,ZF-3C,CO2센서,ZF-416,CO2,1,유샘,한국,"400,000원"
600,(주)유샘인스트루먼,구 동 기 1,ZF-3C,센서노드,ZF-04,Node,1,유샘,한국,"700,000원"
601,(주)유샘인스트루먼,통 신 장 치 1,ZF-3C,게이트웨이,ZF-10F,Gateway,1,유샘,한국,"860,000원"
602,(주)유샘인스트루먼,S / W 1,ZF-3C,유샘웹,웹서버,서버,1,유샘,한국,원
603,이레ENG,센 서 류 1,버섯재배사자동제어시스템JR-500,온습도센서,SHT10,0~99%,1,센시리온,스위스,"250,000원"
604,이레ENG,센 서 류 2,버섯재배사자동제어시스템JR-500,CO2센서,B530G,0~5000ppm,1,이엘티센서,한국,"350,000원"
605,이레ENG,구 동 기 1,버섯재배사자동제어시스템JR-500,컨트롤러,JR500,,1,이레ENG,한국,"800,000원"
606,이레ENG,통 신 장 치 1,버섯재배사자동제어시스템JR-500,원격제어,RTU,데이터변환장치,1,이레ENG,한국,"1,500,000원"
607,이레ENG,통 신 장 치 2,버섯재배사자동제어시스템JR-500,무선송수신,블루투스,,1,이레ENG,한국,"300,000원"
608,(주) 비엔씨하이텍,센 서 류 1,BCS-H,온도센서,CNT-TM100,-20~100ºC,1,코노텍,한국,"300,000원"
609,(주) 비엔씨하이텍,센 서 류 2,BCS-H,습도센서,CNT-TM100,0~99%,1,코노텍,한국,"300,000원"
610,(주) 비엔씨하이텍,센 서 류 3,BCS-H,강우센서,HTL-301,-20~+60,1,해밀기연,한국,"400,000원"
611,(주) 비엔씨하이텍,센 서 류 4,BCS-H,풍향풍속센서,MCT-TX350B,"풍속:0~70, 풍향:0~359도",1,엠씨테크,한국,"3,500,000원"
612,(주) 비엔씨하이텍,센 서 류 5,BCS-H,CO2센서,SH-VT250,0~10000ppm,1,소하테크,한국,"1,000,000원"
613,(주) 비엔씨하이텍,통 신 장 치 1,BCS-H,통합제어기,TSC-3000,,1,제이에이테크,한국,"18,000,000원"
614,(주)농정사이버,센 서 류 1,nj2015,온도습도센서,NJ-1,"display,통신",1,(주)농정사이버,대한민국,"250,000원"
615,(주)농정사이버,센 서 류 2,nj2015,외부온도습도센서,NJ-2,"display,통신",1,(주)농정사이버,대한민국,"250,000원"
616,(주)농정사이버,센 서 류 3,nj2015,CO2센서,SH-VT260,통신,1,소하테크,대한민국,"450,000원"
617,(주)농정사이버,센 서 류 4,nj2015,일사센서,SYE-2007PM,통신,1,신영전자,대한민국,"350,000원"
618,(주)농정사이버,센 서 류 5,nj2015,감우센서,HTL-301,릴레이,1,해밀기연,대한민국,"130,000원"
619,(주)농정사이버,센 서 류 6,nj2015,풍향풍속센서,Anemomet-7911,통신,1,Davis,미국,"880,000원"
620,(주)농정사이버,센 서 류 7,nj2015,"지습,지온,EC센서",NJ-3,통신,1,(주)농정사이버,대한민국,"600,000원"
621,(주)농정사이버,센 서 류 8,nj2015,"PH,EC센서",NJ-4,통신,1,(주)농정사이버,대한민국,"600,000원"
622,(주)농정사이버,구 동 기 1,nj2015,복합환경제어반,NJ-5,"PLC,차단기,마그네트,릴레이,외함등",1,(주)농정사이버,대한민국,"8,000,000원"
623,(주)농정사이버,구 동 기 2,nj2015,환경제어컨트롤라,NJ-6,"PLC,릴레이,외함",1,(주)농정사이버,대한민국,"5,500,000원"
624,(주)농정사이버,통 신 장 치 1,nj2015,통신자재(컴버터),Multi-l,USB/RS485,1,시스템베이스,대한민국,"240,000원"
625,(주)농정사이버,S / W 1,nj2015,스마트원격제어,NJ-01,스마트폰및원격제어,1,(주)농정사이버,대한민국,"4,500,000원"
626,(주)농정사이버,S / W 2,nj2015,환경제어프로그램,NJ-02,온실환경제어프로그램,1,(주)농정사이버,대한민국,"5,000,000원"
627,(주)나래IoT연구소,센 서 류 1,반딧불이-스마트원격제어시스템,온도센서,NTC-10K,"10KΩ, 온도: -25~65℃",1,센서랜드,대한민국,"20,000원"
628,(주)나래IoT연구소,센 서 류 2,반딧불이-스마트원격제어시스템,습도센서,NR-AG-S06,0~100%RH,1,(주)나래트랜드,대한민국,"80,000원"
629,(주)나래IoT연구소,구 동 기 1,반딧불이-스마트원격제어시스템,통합제어기,스마트팜  원격제어시스템,"IN/OUT Port, Relay Board, 통신네트워",1,(주)나래트랜드,대한민국,"2,600,000원"
630,(주)나래IoT연구소,통 신 장 치 1,반딧불이-스마트원격제어시스템,센서노드,ES-06,"RS485, 4~20mA, 전압형 센서적용",1,(주)나래트랜드,대한민국,"250,000원"
631,(주)나래IoT연구소,S / W 1,반딧불이-스마트원격제어시스템,팜노트,팜노트,Web,1,(주)나래트랜드,대한민국,"2,000,000원"
632,(주)나래IoT연구소,S / W 2,반딧불이-스마트원격제어시스템,어플리케이션,반딧불이,스마트폰,1,(주)나래트랜드,대한민국,"500,000원"
633,(주)드림씨에스씨,센 서 류 1,ECO24,온도센서,,0~100,1,(주)지원,한국,"20,000원"
634,(주)드림씨에스씨,센 서 류 2,ECO24,습도센서,,0~100,1,(주)지원,한국,"20,000원"
635,(주)드림씨에스씨,통 신 장 치 1,ECO24,RTU,,수신기,1,(주)지원,한국,"500,000원"
636,(주)드림씨에스씨,통 신 장 치 2,ECO24,MODBUS,,송신기,1,(주)지원,한국,"500,000원"
637,(주)드림씨에스씨,센 서 류 1,titan24,온도센서,,0~100,1,(주)지원,한국,"20,000원"
638,(주)드림씨에스씨,센 서 류 2,titan24,습도센서,,0~100,1,(주)지원,한국,"20,000원"
639,(주)드림씨에스씨,통 신 장 치 1,titan24,RTU,,수신기,1,(주)지원,한국,"500,000원"
640,(주)드림씨에스씨,통 신 장 치 2,titan24,MODBUS,,송신기,1,(주)지원,한국,"500,000원"
641,(주)드림씨에스씨,센 서 류 1,ECO18,온도센서,,0~100,1,(주)지원,한국,"20,000원"
642,(주)드림씨에스씨,센 서 류 2,ECO18,습도센서,,0~100,1,(주)지원,한국,"20,000원"
643,(주)드림씨에스씨,통 신 장 치 1,ECO18,RTU,,수신기,1,(주)지원,한국,"500,000원"
644,(주)드림씨에스씨,통 신 장 치 2,ECO18,MODBUS,,송신기,1,(주)지원,한국,"500,000원"
645,주식회사에어텍,센 서 류 1,ASCU-H100,온도콘트롤러,SI-COOL8,,1,승일전자,한국,원
646,주식회사에어텍,센 서 류 2,ASCU-H100,온도센서,,PT100,,승일전자,한국,원
647,주식회사에어텍,구 동 기 1,ASCU-H100,압축기,ZR 108KCE-TF7,,1,코플랜드,,원
648,주식회사에어텍,구 동 기 2,ASCU-H100,시로코팬,AS-1110D,,2,경진브로아,한국,원
649,주식회사에어텍,구 동 기 3,ASCU-H100,응축기 모터,AT413,,2,유신코리아,한국,원
650,주식회사에어텍,센 서 류 1,ASCU-100,온도콘트롤러,SI-COOL8,,1,승일전자,한국,원
651,주식회사에어텍,센 서 류 2,ASCU-100,온도센서,,PT100,1,승일전자,한국,원
652,주식회사에어텍,구 동 기 1,ASCU-100,압축기,ZR 108KCE-TF7,,1,코플랜드,,원
653,주식회사에어텍,구 동 기 2,ASCU-100,시로코팬,AS-1110D,,2,경진브로아,한국,원
654,주식회사에어텍,구 동 기 3,ASCU-100,응축기 모터,AT413,,2,유신코리아,한국,원
655,주식회사 에쿨텍,구 동 기 1,AGRO-FOGSYSTEM,고압펌프,AGRO-HP1315,"2.2kw,380,60Hz,RSTN(4상)",1,"Taizhou Fog machine Co.,Ltd",china,"2,500,000원"
656,주식회사 에쿨텍,통 신 장 치 1,AGRO-FOGSYSTEM,통합제어기,TSC-2000,,1,JA테크,대한민국,"15,000,000원"
657,(주)드림씨에스씨,센 서 류 1,titan16,온도센서,,0~100,1,(주)지원,한국,"20,000원"
658,(주)드림씨에스씨,센 서 류 2,titan16,습도센서,,0~100,1,(주)지원,한국,"20,000원"
659,(주)드림씨에스씨,통 신 장 치 1,titan16,RTU,,수신기,1,(주)지원,한국,"500,000원"
660,(주)드림씨에스씨,통 신 장 치 2,titan16,MODBUS,,송신기,1,(주)지원,한국,"500,000원"
661,주식회사 에쿨텍,구 동 기 1,AGRO-CP150,수중펌프,DPW140-220,"220v,60hz",1,대화전기,대한민국,"300,000원"
662,주식회사 에쿨텍,통 신 장 치 1,AGRO-CP150,통합제어기,TSC-2000,,1,JA테크,대한민국,"15,000,000원"
663,(주)드림씨에스씨,센 서 류 1,titan20,온도센서,,0~100,1,(주)지원,한국,"20,000원"
664,(주)드림씨에스씨,센 서 류 2,titan20,습도센서,,0~100,1,(주)지원,한국,"20,000원"
665,(주)드림씨에스씨,통 신 장 치 1,titan20,RTU,,수신기,1,(주)지원,한국,"500,000원"
666,(주)드림씨에스씨,통 신 장 치 2,titan20,MODBUS,,송신기,1,(주)지원,한국,"500,000원"
667,(주)드림씨에스씨,센 서 류 1,ECO16,온도센서,,0~100,1,(주)지원,한국,"20,000원"
668,(주)드림씨에스씨,센 서 류 2,ECO16,습도센서,,0~100,1,(주)지원,한국,"20,000원"
669,(주)드림씨에스씨,통 신 장 치 1,ECO16,RTU,,수신기,1,(주)지원,한국,"500,000원"
670,(주)드림씨에스씨,통 신 장 치 2,ECO16,MODBUS,,송신기,1,(주)지원,한국,"500,000원"
671,(주)드림씨에스씨,센 서 류 1,titan18,온도센서,,0~100,1,(주)지원,한국,"20,000원"
672,(주)드림씨에스씨,센 서 류 2,titan18,습도센서,,0~100,1,(주)지원,한국,"20,000원"
673,(주)드림씨에스씨,통 신 장 치 1,titan18,RTU,,수신기,1,(주)지원,한국,"500,000원"
674,(주)드림씨에스씨,통 신 장 치 2,titan18,MODBUS,,송신기,1,(주)지원,한국,"500,000원"
675,(주)드림씨에스씨,센 서 류 1,ECO20,온도센서,,0~100,1,(주)지원,한국,"20,000원"
676,(주)드림씨에스씨,센 서 류 2,ECO20,습도센서,,0~100,1,(주)지원,한국,"20,000원"
677,(주)드림씨에스씨,통 신 장 치 1,ECO20,RTU,,수신기,1,(주)지원,한국,"500,000원"
678,(주)드림씨에스씨,통 신 장 치 2,ECO20,MODBUS,,송신기,1,(주)지원,한국,"500,000원"
